Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,IncomePerYear,SatisfactionScore,LoyaltyIndex,WorkloadScore,CareerGrowthRate,OverTimeRisk,TenureStabilityIndex,OverTimeXSatisfaction,StagnationRisk,IncomeVsExperience,DistanceXOverTime
35,Travel_Rarely,1315,Research & Development,22,Bachelor,Life Sciences,Medium,Female,71,Very High,3,Manager,Medium,Divorced,11996,19100,7,No,18,Excellent,Medium,1,10.0,6,Good,7,7,6,2,1499.5,2.0,0.18181818181818182,24,0.125,0,1.25,0,0.75,1090.5454545454545,0
35,Travel_Rarely,1219,Sales,18,Bachelor,Medical,High,Female,86,High,2,Sales Executive,High,Married,4601,6179,1,No,16,Excellent,Medium,0,5.0,3,Better,5,2,1,0,766.8333333333334,2.75,0.0,9,0.6666666666666666,0,2.5,0,0.16666666666666666,766.8333333333334,0
25,Non-Travel,675,Research & Development,5,College,Life Sciences,Medium,Male,85,Very High,2,Healthcare Representative,Low,Divorced,4000,18384,1,No,12,Excellent,Very High,2,6.0,2,Better,6,3,1,5,571.4285714285714,2.5,0.7142857142857143,8,0.7142857142857143,0,3.0,0,0.14285714285714285,571.4285714285714,0
49,Travel_Rarely,1495,Research & Development,5,Master,Technical Degree,Low,Male,96,High,2,Healthcare Representative,High,Married,6651,21534,2,No,14,Excellent,Medium,1,20.0,0,Good,3,2,1,2,1662.75,2.0,0.09523809523809523,0,0.5,0,6.666666666666667,0,0.25,316.7142857142857,0
36,Travel_Rarely,1266,Sales,10,Master,Technical Degree,Medium,Female,63,Medium,2,Sales Executive,High,Married,5673,6060,1,Yes,13,Excellent,Low,1,10.0,4,Better,10,9,1,7,515.7272727272727,2.25,0.6363636363636364,8,0.8181818181818182,1,5.0,2,0.09090909090909091,515.7272727272727,10
26,Travel_Rarely,471,Research & Development,24,Bachelor,Technical Degree,High,Male,66,Low,1,Laboratory Technician,Very High,Single,2340,23213,1,Yes,18,Excellent,Medium,0,1.0,3,Bad,1,0,0,0,1170.0,2.5,0.0,3,0.5,1,0.5,1,0.0,1170.0,24
58,Travel_Rarely,682,Sales,10,Master,Medical,Very High,Male,37,High,4,Sales Executive,High,Single,13872,24409,0,No,13,Excellent,High,0,28.5,1,Good,18,10,1,8,730.1052631578947,3.0,0.2711864406779661,3,0.8947368421052632,0,28.5,0,0.05263157894736842,470.23728813559325,0
27,Travel_Frequently,1242,Sales,20,Bachelor,Life Sciences,Very High,Female,90,High,2,Sales Executive,High,Single,9981,12916,1,No,14,Excellent,Very High,0,7.0,2,Better,7,7,0,7,1247.625,3.5,0.875,6,0.875,0,3.5,0,0.0,1247.625,0
42,Travel_Rarely,603,Research & Development,7,Master,Medical,Medium,Female,78,Very High,2,Research Scientist,Medium,Married,2372,5628,6,Yes,16,Excellent,Very High,0,18.0,2,Better,1,0,0,0,1186.0,2.75,0.0,8,0.5,1,2.5714285714285716,3,0.0,124.84210526315789,7
29,Travel_Rarely,1210,Sales,2,Bachelor,Medical,Low,Male,78,Medium,2,Sales Executive,Medium,Married,6644,3687,2,No,19,Excellent,Medium,2,10.0,2,Better,0,0,0,0,6644.0,2.0,0.0,4,0.0,0,3.3333333333333335,0,0.0,604.0,0
27,Travel_Rarely,1055,Research & Development,2,Master,Life Sciences,Low,Female,47,High,2,Manufacturing Director,Very High,Married,4227,4658,0,No,18,Excellent,Medium,1,4.0,2,Better,3,2,2,2,1056.75,2.5,0.4,6,0.25,0,4.0,0,0.5,845.4,0
42,Travel_Rarely,1128,Research & Development,13,Bachelor,Medical,Medium,Male,95,Very High,2,Healthcare Representative,Low,Married,5538,5696,5,No,18,Excellent,High,2,10.0,2,Good,0,0,0,0,5538.0,2.0,0.0,8,0.0,0,1.6666666666666667,0,0.0,503.45454545454544,0
30,Travel_Rarely,413,Sales,7,Below College,Marketing,Very High,Male,57,High,1,Sales Representative,Medium,Single,2983,18398,0,No,14,Excellent,Low,0,4.0,3,Better,3,2,1,2,745.75,2.5,0.4,9,0.5,0,4.0,0,0.25,596.6,0
20,Travel_Rarely,959,Research & Development,1,Bachelor,Life Sciences,Very High,Female,83,Medium,1,Research Scientist,Medium,Single,2836,11757,1,No,13,Excellent,Very High,0,1.0,0,Best,1,0,0,0,1418.0,3.5,0.0,0,0.5,0,0.5,0,0.0,1418.0,0
32,Travel_Frequently,1005,Research & Development,2,College,Life Sciences,Very High,Male,79,High,1,Laboratory Technician,Very High,Single,3068,11864,0,No,13,Excellent,High,0,8.0,2,Good,7,7,3,6,383.5,3.25,0.6666666666666666,6,0.5,0,8.0,0,0.375,340.8888888888889,0
21,Travel_Frequently,251,Research & Development,10,College,Life Sciences,Low,Female,45,Medium,1,Laboratory Technician,High,Single,2625,25308,1,No,20,Outstanding,High,0,2.0,2,Bad,2,2,2,2,875.0,2.0,0.6666666666666666,4,0.0,0,1.0,0,0.6666666666666666,875.0,0
27,Travel_Frequently,793,Sales,2,Below College,Life Sciences,Very High,Male,43,Low,2,Sales Executive,Very High,Single,5071,20392,3,No,20,Outstanding,Medium,0,8.0,3,Better,6,2,0,0,724.4285714285714,3.25,0.0,3,0.8571428571428571,0,2.0,0,0.0,563.4444444444445,0
18,Travel_Frequently,1306,Sales,5,Bachelor,Marketing,Medium,Male,69,High,1,Sales Representative,Medium,Single,1878,8059,1,Yes,14,Excellent,Very High,0,0.0,3,Better,0,0,0,0,1878.0,2.75,0.0,9,0.0,1,0.0,3,0.0,1878.0,5
18,Travel_Rarely,230,Research & Development,3,Bachelor,Life Sciences,High,Male,54,High,1,Laboratory Technician,High,Single,1420,25233,1,No,13,Excellent,High,0,0.0,2,Better,0,0,0,0,1420.0,3.0,0.0,6,0.0,0,0.0,0,0.0,1420.0,0
30,Travel_Rarely,1334,Sales,4,College,Medical,High,Female,63,Medium,2,Sales Executive,Medium,Divorced,5209,19760,1,Yes,12,Excellent,Medium,3,11.0,4,Good,11,8,2,7,434.0833333333333,2.25,0.5833333333333334,8,0.75,1,5.5,3,0.16666666666666666,434.0833333333333,4
41,Travel_Rarely,548,Research & Development,9,Master,Life Sciences,High,Male,94,High,1,Laboratory Technician,Low,Divorced,2289,20520,1,No,20,Outstanding,Medium,2,5.0,2,Better,5,3,0,4,381.5,2.25,0.6666666666666666,6,0.8333333333333334,0,2.5,0,0.0,381.5,0
28,Travel_Frequently,1496,Sales,1,Bachelor,Technical Degree,Low,Male,92,High,1,Sales Representative,High,Married,2909,15747,3,No,15,Excellent,Very High,1,5.0,3,Best,3,2,1,2,727.25,3.0,0.3333333333333333,9,0.5,0,1.25,0,0.25,484.8333333333333,0
30,Travel_Rarely,852,Research & Development,1,Below College,Life Sciences,Very High,Male,55,Medium,2,Laboratory Technician,Very High,Married,5126,15998,1,Yes,12,Excellent,High,2,10.0,1,Good,10,8,3,0,466.0,3.25,0.0,2,0.6363636363636364,1,5.0,1,0.2727272727272727,466.0,1
21,Travel_Rarely,1334,Research & Development,10,Bachelor,Life Sciences,High,Female,36,Medium,1,Laboratory Technician,Low,Single,1416,17258,1,No,13,Excellent,Low,0,1.0,6,Good,1,0,1,0,708.0,1.75,0.0,12,0.0,0,0.5,0,0.5,708.0,0
36,Travel_Rarely,660,Research & Development,15,Bachelor,Other,Low,Male,81,High,2,Laboratory Technician,High,Divorced,4834,7858,7,No,14,Excellent,Medium,1,9.0,3,Good,1,0,0,0,2417.0,2.0,0.0,9,0.5,0,1.125,0,0.0,483.4,0
32,Travel_Frequently,967,Sales,8,Bachelor,Marketing,Medium,Female,43,High,3,Sales Executive,Very High,Single,8998,15589,1,No,14,Excellent,Very High,0,9.0,2,Better,9,8,3,7,899.8,3.25,0.7,6,0.6,0,4.5,0,0.3,899.8,0
38,Travel_Frequently,1391,Research & Development,10,Below College,Medical,High,Male,66,High,1,Research Scientist,High,Married,2684,12127,0,No,17,Excellent,Medium,1,3.0,0,Good,2,1,0,2,894.6666666666666,2.5,0.5,0,0.6666666666666666,0,3.0,0,0.0,671.0,0
32,Travel_Rarely,801,Sales,1,Master,Marketing,High,Female,48,High,3,Sales Executive,Very High,Married,10422,24032,1,No,19,Excellent,High,2,14.0,3,Better,14,10,5,7,694.8,3.25,0.4666666666666667,9,0.6,0,7.0,0,0.3333333333333333,694.8,0
27,Travel_Frequently,1297,Research & Development,5,College,Life Sciences,Very High,Female,53,High,1,Laboratory Technician,Very High,Single,2379,19826,0,Yes,14,Excellent,High,0,6.0,3,Good,5,4,0,2,396.5,3.25,0.2857142857142857,9,0.8333333333333334,1,6.0,1,0.0,339.85714285714283,5
29,Travel_Rarely,144,Sales,10,Below College,Marketing,Very High,Female,39,Medium,2,Sales Executive,Medium,Divorced,8268,11866,1,Yes,14,Excellent,Low,2,7.0,2,Better,7,7,1,7,1033.5,2.5,0.875,4,0.75,1,3.5,3,0.125,1033.5,10
29,Travel_Rarely,1328,Research & Development,2,Bachelor,Life Sciences,High,Male,76,High,1,Research Scientist,Medium,Married,2703,4956,0,No,23,Outstanding,Very High,1,6.0,3,Better,5,4,0,4,450.5,3.0,0.5714285714285714,9,0.8333333333333334,0,6.0,0,0.0,386.14285714285717,0
33,Travel_Rarely,213,Research & Development,7,Bachelor,Medical,High,Male,49,High,3,Research Director,High,Married,11691,25995,0,No,11,Excellent,Very High,0,14.0,3,Best,13,9,3,7,835.0714285714286,3.5,0.4666666666666667,9,0.7142857142857143,0,14.0,0,0.21428571428571427,779.4,0
50,Travel_Rarely,264,Sales,9,Bachelor,Marketing,High,Male,59,High,5,Manager,High,Married,16581,19519,4,Yes,16,Excellent,High,1,27.0,2,Better,1,0,0,0,8290.5,3.0,0.0,6,0.5,1,5.4,2,0.0,592.1785714285714,9
32,Travel_Rarely,427,Research & Development,1,Bachelor,Medical,Low,Male,33,High,2,Manufacturing Director,Very High,Married,6162,10877,1,Yes,22,Outstanding,Medium,1,9.0,3,Better,9,8,7,8,616.2,2.5,0.8,9,0.2,1,4.5,1,0.7,616.2,1
36,Travel_Rarely,1383,Research & Development,10,Bachelor,Life Sciences,Very High,Male,90,High,3,Healthcare Representative,Low,Married,8321,25949,7,Yes,13,Excellent,Very High,1,15.0,1,Better,12,8,5,7,640.0769230769231,3.0,0.4375,3,0.5384615384615384,1,1.875,4,0.38461538461538464,520.0625,10
36,Travel_Rarely,1351,Research & Development,26,Master,Life Sciences,Low,Male,80,High,2,Healthcare Representative,High,Married,5347,7419,6,No,14,Excellent,Medium,2,10.0,2,Good,3,2,0,2,1336.75,2.0,0.18181818181818182,6,0.75,0,1.4285714285714286,0,0.0,486.09090909090907,0
38,Travel_Rarely,322,Sales,7,College,Medical,Low,Female,44,Very High,2,Sales Executive,Low,Divorced,5605,19191,1,Yes,24,Outstanding,High,1,8.0,3,Better,8,0,7,7,622.7777777777778,2.0,0.7777777777777778,12,0.1111111111111111,1,4.0,4,0.7777777777777778,622.7777777777778,7
55,Travel_Rarely,267,Sales,13,Master,Marketing,Low,Male,85,Very High,4,Sales Executive,High,Single,13695,9277,6,Yes,17,Excellent,High,0,24.0,2,Good,18,7,3,8,720.7894736842105,2.25,0.32,8,0.7894736842105263,1,3.4285714285714284,2,0.15789473684210525,547.8,13
30,Travel_Rarely,201,Research & Development,5,Bachelor,Technical Degree,Very High,Female,84,High,1,Research Scientist,Low,Divorced,3204,10415,5,No,14,Excellent,Very High,1,8.0,3,Better,3,2,2,2,801.0,3.0,0.2222222222222222,9,0.25,0,1.3333333333333333,0,0.5,356.0,0
45,Non-Travel,1195,Research & Development,2,College,Medical,Low,Male,65,Medium,4,Manager,Very High,Married,16581,20462,9,No,23,Outstanding,Very High,1,22.0,1,Better,18,8,11,8,872.6842105263158,3.0,0.34782608695652173,2,0.3684210526315789,0,2.2,0,0.5789473684210527,720.9130434782609,0
37,Travel_Rarely,1107,Research & Development,14,Bachelor,Life Sciences,Very High,Female,95,High,1,Laboratory Technician,Low,Divorced,3034,26914,1,No,12,Excellent,High,1,18.0,2,Good,18,7,12,17,159.68421052631578,2.5,0.8947368421052632,6,0.3157894736842105,0,9.0,0,0.631578947368421,159.68421052631578,0
51,Travel_Rarely,1302,Research & Development,2,Bachelor,Medical,Very High,Male,84,Low,2,Manufacturing Director,Medium,Divorced,5482,16321,5,No,18,Excellent,Very High,1,13.0,3,Better,4,1,1,2,1096.4,3.25,0.14285714285714285,3,0.6,0,2.1666666666666665,0,0.2,391.57142857142856,0
30,Travel_Rarely,1329,Sales,29,Master,Life Sciences,High,Male,61,High,2,Sales Executive,Low,Divorced,4115,13192,8,No,19,Excellent,High,3,8.0,3,Better,4,3,0,3,823.0,2.5,0.3333333333333333,9,0.8,0,0.8888888888888888,0,0.0,457.22222222222223,0
29,Travel_Rarely,121,Sales,27,Bachelor,Marketing,Medium,Female,35,High,3,Sales Executive,Very High,Married,7639,24525,1,No,22,Outstanding,Very High,3,10.0,3,Good,10,4,1,9,694.4545454545455,3.0,0.8181818181818182,9,0.8181818181818182,0,5.0,0,0.09090909090909091,694.4545454545455,0
32,Travel_Rarely,499,Sales,2,Below College,Marketing,High,Male,36,High,2,Sales Executive,Medium,Married,4078,20497,0,Yes,13,Excellent,Low,3,4.0,3,Good,3,2,1,2,1019.5,2.0,0.4,9,0.5,1,4.0,3,0.25,815.6,2
39,Travel_Rarely,835,Research & Development,19,Master,Other,Very High,Male,41,High,2,Research Scientist,Very High,Divorced,3902,5141,8,No,14,Excellent,Medium,3,7.0,2,Better,2,2,2,2,1300.6666666666667,3.25,0.25,6,0.0,0,0.7777777777777778,0,0.6666666666666666,487.75,0
37,Travel_Rarely,1439,Research & Development,4,Below College,Life Sciences,High,Male,54,High,1,Research Scientist,High,Married,2996,5182,7,Yes,15,Excellent,Very High,0,8.0,2,Better,6,4,1,3,428.0,3.25,0.3333333333333333,6,0.7142857142857143,1,1.0,2,0.14285714285714285,332.8888888888889,4
36,Travel_Rarely,188,Research & Development,7,Master,Other,Medium,Male,65,High,1,Research Scientist,Very High,Single,4678,23293,2,No,18,Excellent,High,0,8.0,6,Better,6,2,0,1,668.2857142857143,3.0,0.1111111111111111,18,0.8571428571428571,0,2.6666666666666665,0,0.0,519.7777777777778,0
38,Travel_Rarely,1333,Research & Development,1,Bachelor,Technical Degree,Very High,Female,80,High,3,Research Director,Low,Married,13582,16292,1,No,13,Excellent,Medium,1,15.0,3,Better,15,12,5,11,848.875,2.5,0.6875,9,0.625,0,7.5,0,0.3125,848.875,0
48,Travel_Rarely,1221,Sales,7,Bachelor,Marketing,High,Male,96,High,2,Sales Executive,Low,Divorced,5486,24795,4,No,11,Excellent,Low,3,15.0,3,Better,2,2,2,2,1828.6666666666667,2.0,0.125,9,0.0,0,3.0,0,0.6666666666666666,342.875,0
26,Travel_Frequently,575,Research & Development,1,College,Life Sciences,Low,Female,71,Low,1,Laboratory Technician,Very High,Divorced,4364,5288,3,No,14,Excellent,Low,1,5.0,2,Better,2,2,2,0,1454.6666666666667,2.25,0.0,2,0.0,0,1.25,0,0.6666666666666666,727.3333333333334,0
33,Travel_Rarely,931,Research & Development,14,Bachelor,Medical,Very High,Female,72,High,1,Research Scientist,Medium,Married,2756,4673,1,No,13,Excellent,Very High,1,8.0,5,Better,8,7,1,6,306.22222222222223,3.25,0.6666666666666666,15,0.7777777777777778,0,4.0,0,0.1111111111111111,306.22222222222223,0
57,Travel_Rarely,334,Research & Development,24,College,Life Sciences,High,Male,83,Very High,3,Healthcare Representative,Very High,Divorced,9439,23402,3,Yes,16,Excellent,Medium,1,12.0,2,Bad,5,3,1,4,1573.1666666666667,2.5,0.3076923076923077,8,0.6666666666666666,1,3.0,1,0.16666666666666666,726.0769230769231,24
38,Travel_Frequently,148,Research & Development,2,Bachelor,Medical,Very High,Female,42,Medium,1,Laboratory Technician,Medium,Single,2440,23826,1,No,22,Outstanding,Medium,0,4.0,3,Better,4,3,3,3,488.0,2.75,0.6,6,0.2,0,2.0,0,0.6,488.0,0
42,Travel_Rarely,1147,Human Resources,10,Bachelor,Human Resources,High,Female,31,High,4,Manager,Low,Married,16581,16616,0,No,14,Excellent,High,1,21.0,5,Better,18,7,0,9,872.6842105263158,2.5,0.4090909090909091,15,0.9473684210526315,0,21.0,0,0.0,753.6818181818181,0
36,Travel_Frequently,541,Sales,3,Master,Medical,Low,Male,48,Medium,3,Sales Executive,Very High,Married,9699,7246,4,No,11,Excellent,Low,1,16.0,2,Better,13,9,1,12,692.7857142857143,2.25,0.7058823529411765,4,0.8571428571428571,0,3.2,0,0.07142857142857142,570.5294117647059,0
51,Travel_Frequently,237,Sales,9,Bachelor,Life Sciences,Very High,Male,83,High,5,Manager,Medium,Divorced,16581,19196,4,Yes,24,Outstanding,Low,1,28.5,5,Good,18,10,11,10,872.6842105263158,2.25,0.3389830508474576,15,0.3684210526315789,1,5.7,3,0.5789473684210527,562.0677966101695,9
45,Travel_Frequently,1249,Research & Development,7,Bachelor,Life Sciences,Low,Male,97,High,3,Laboratory Technician,Low,Divorced,5210,20308,1,No,18,Excellent,Low,1,24.0,2,Better,18,9,9,11,274.2105263157895,1.5,0.44,6,0.47368421052631576,0,12.0,0,0.47368421052631576,208.4,0
40,Travel_Rarely,1322,Research & Development,2,Master,Life Sciences,High,Male,52,Medium,1,Research Scientist,High,Single,2809,2725,2,No,14,Excellent,Very High,0,8.0,2,Better,2,2,2,2,936.3333333333334,3.25,0.2222222222222222,4,0.0,0,2.6666666666666665,0,0.6666666666666666,312.1111111111111,0
43,Travel_Rarely,1372,Sales,9,Bachelor,Marketing,Low,Female,85,Low,2,Sales Executive,High,Single,5346,9489,8,No,13,Excellent,Medium,0,7.0,2,Good,4,3,1,3,1069.2,2.0,0.375,2,0.6,0,0.7777777777777778,0,0.2,668.25,0
35,Travel_Rarely,1142,Research & Development,23,Master,Medical,High,Female,30,High,1,Laboratory Technician,Low,Married,4014,16002,3,Yes,15,Excellent,High,1,4.0,3,Better,2,2,2,2,1338.0,2.5,0.4,9,0.0,1,1.0,4,0.6666666666666666,802.8,23
26,Travel_Rarely,583,Research & Development,4,College,Life Sciences,High,Male,53,High,1,Research Scientist,Very High,Single,2875,9973,1,Yes,20,Outstanding,Medium,0,8.0,2,Good,8,5,2,2,319.44444444444446,2.75,0.2222222222222222,6,0.6666666666666666,1,4.0,1,0.2222222222222222,319.44444444444446,4
31,Travel_Frequently,163,Research & Development,24,Below College,Technical Degree,Very High,Female,30,High,2,Manufacturing Director,Very High,Single,5238,6670,2,No,20,Outstanding,Very High,0,9.0,3,Good,5,4,1,4,873.0,3.5,0.4,9,0.6666666666666666,0,3.0,0,0.16666666666666666,523.8,0
37,Travel_Rarely,161,Research & Development,10,Bachelor,Life Sciences,High,Female,42,Very High,3,Research Director,Very High,Married,13744,15471,1,Yes,25,Outstanding,Low,1,16.0,2,Better,16,11,6,8,808.4705882352941,2.75,0.47058823529411764,8,0.5882352941176471,1,8.0,1,0.35294117647058826,808.4705882352941,10
34,Travel_Rarely,507,Sales,15,College,Medical,High,Female,66,High,2,Sales Executive,Low,Single,6125,23553,1,No,12,Excellent,Very High,0,10.0,6,Best,10,8,9,6,556.8181818181819,3.0,0.5454545454545454,18,0.09090909090909091,0,5.0,0,0.8181818181818182,556.8181818181819,0
53,Travel_Rarely,970,Research & Development,7,Bachelor,Life Sciences,High,Male,59,Very High,4,Research Director,High,Married,14814,13514,3,No,19,Excellent,High,0,28.5,3,Better,5,1,1,3,2469.0,3.0,0.1016949152542373,12,0.6666666666666666,0,7.125,0,0.16666666666666666,502.1694915254237,0
40,Travel_Rarely,611,Sales,7,Master,Medical,Medium,Male,88,High,5,Manager,Medium,Single,16581,4349,1,No,14,Excellent,Medium,0,21.0,3,Good,18,8,12,8,872.6842105263158,2.0,0.36363636363636365,9,0.3157894736842105,0,10.5,0,0.631578947368421,753.6818181818181,0
47,Travel_Frequently,1093,Sales,9,Bachelor,Life Sciences,High,Male,82,Low,4,Sales Executive,High,Married,12936,24164,7,No,11,Excellent,High,0,25.0,3,Bad,18,5,14,10,680.8421052631579,2.5,0.38461538461538464,3,0.21052631578947367,0,3.125,0,0.7368421052631579,497.53846153846155,0
30,Non-Travel,641,Sales,25,College,Technical Degree,Very High,Female,85,High,2,Sales Executive,High,Married,4736,6069,7,Yes,12,Excellent,Medium,1,4.0,2,Best,2,2,2,2,1578.6666666666667,3.25,0.4,6,0.0,1,0.5,2,0.6666666666666666,947.2,25
31,Travel_Rarely,154,Sales,7,Master,Life Sciences,Medium,Male,41,Medium,1,Sales Representative,High,Married,2329,11737,3,No,15,Excellent,Medium,0,13.0,2,Best,7,7,5,2,291.125,2.75,0.14285714285714285,4,0.25,0,3.25,0,0.625,166.35714285714286,0
52,Travel_Rarely,621,Sales,3,Master,Marketing,High,Male,31,Medium,4,Manager,Low,Married,16581,10084,1,No,11,Excellent,Low,0,28.5,3,Best,18,6,1,16,872.6842105263158,2.25,0.5423728813559322,6,0.8947368421052632,0,14.25,0,0.05263157894736842,562.0677966101695,0
26,Travel_Frequently,1479,Research & Development,1,Bachelor,Life Sciences,High,Female,84,High,2,Manufacturing Director,Medium,Divorced,6397,26767,1,No,20,Outstanding,Low,1,6.0,6,Bad,6,5,1,4,913.8571428571429,1.75,0.5714285714285714,18,0.7142857142857143,0,3.0,0,0.14285714285714285,913.8571428571429,0
44,Travel_Frequently,602,Human Resources,1,Doctor,Human Resources,Low,Male,37,High,2,Human Resources,Very High,Married,5743,10503,4,Yes,11,Excellent,High,0,14.0,3,Better,10,7,0,2,522.0909090909091,2.75,0.13333333333333333,9,0.9090909090909091,1,2.8,1,0.0,382.8666666666667,1
45,Travel_Rarely,930,Sales,9,Bachelor,Marketing,Very High,Male,74,High,3,Sales Executive,Low,Divorced,10761,19239,4,Yes,12,Excellent,High,1,18.0,2,Better,5,4,0,2,1793.5,2.75,0.10526315789473684,6,0.8333333333333334,1,3.6,4,0.0,566.3684210526316,9
20,Travel_Rarely,1097,Research & Development,11,Bachelor,Medical,Very High,Female,98,Medium,1,Research Scientist,Low,Single,2600,18275,1,Yes,15,Excellent,Low,0,1.0,2,Better,1,0,0,0,1300.0,2.25,0.0,4,0.5,1,0.5,4,0.0,1300.0,11
28,Travel_Rarely,440,Research & Development,21,Bachelor,Medical,High,Male,42,High,1,Research Scientist,Very High,Married,2713,6672,1,No,11,Excellent,High,1,5.0,2,Bad,5,2,0,2,452.1666666666667,2.75,0.3333333333333333,6,0.8333333333333334,0,2.5,0,0.0,452.1666666666667,0
39,Travel_Rarely,1498,Sales,21,Master,Life Sciences,Low,Male,44,Medium,2,Sales Executive,Very High,Married,6120,3567,3,Yes,12,Excellent,Very High,2,8.0,2,Best,5,4,1,4,1020.0,3.25,0.4444444444444444,4,0.6666666666666666,1,2.0,1,0.16666666666666666,680.0,21
37,Travel_Rarely,671,Research & Development,19,Bachelor,Life Sciences,High,Male,85,High,2,Manufacturing Director,High,Married,5768,26493,3,No,17,Excellent,Low,3,9.0,2,Good,4,3,0,2,1153.6,2.25,0.2,6,0.8,0,2.25,0,0.0,576.8,0
31,Travel_Rarely,1112,Sales,5,Master,Life Sciences,Low,Female,67,High,2,Sales Executive,Very High,Married,5476,22589,1,No,11,Excellent,Low,2,10.0,2,Better,10,0,0,2,497.8181818181818,2.25,0.18181818181818182,6,0.9090909090909091,0,5.0,0,0.0,497.8181818181818,0
34,Travel_Rarely,121,Research & Development,2,Master,Medical,High,Female,86,Medium,1,Research Scientist,Low,Single,4381,7530,1,No,11,Excellent,High,0,6.0,3,Better,6,5,1,3,625.8571428571429,2.5,0.42857142857142855,6,0.7142857142857143,0,3.0,0,0.14285714285714285,625.8571428571429,0
37,Travel_Rarely,446,Research & Development,1,Master,Life Sciences,Medium,Female,65,High,2,Manufacturing Director,Medium,Married,6447,15701,6,No,12,Excellent,Medium,1,8.0,2,Good,6,5,4,3,921.0,2.0,0.3333333333333333,6,0.2857142857142857,0,1.1428571428571428,0,0.5714285714285714,716.3333333333334,0
28,Travel_Rarely,640,Research & Development,1,Bachelor,Technical Degree,Very High,Male,84,High,1,Research Scientist,Low,Single,2080,4732,2,No,11,Excellent,Medium,0,5.0,2,Good,3,2,1,2,520.0,2.25,0.3333333333333333,6,0.5,0,1.6666666666666667,0,0.25,346.6666666666667,0
